sourceCode,sourceName,sourceValueCode,sourceValueName,sourceUnitName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,statusSetBy,statusSetOn,conceptId,mappingType,comment,createdBy,createdOn
1140866092,metolazone,,,,16,,1.0,APPROVED,,0,907013,EVENT,,,1604480454317
1140909894,desoximetasone,,,,1,,1.0,APPROVED,,0,917336,EVENT,,,1604480454319
1140860954,isosorbide mononitrate,,,,1785,,0.9496386051177979,FLAGGED,,0,1383867,EVENT,,,1604480454324
1140853082,ramodar 200mg tablet,,,,0,,0.8672378659248352,UNCHECKED,,0,19001950,EVENT,,,1604480454327
1141152746,coltec ec 400mg e/c tablet,,,,0,,0.5619896650314331,UNCHECKED,,0,19017522,EVENT,,,1604480454328
1140882626,betnesol 0.1% eye/ear/nose drops,,,,155,,0.38414180278778076,FLAGGED,,0,44106836,EVENT,,,1604480454331
1140856690,crystapen 300mg injection,,,,0,,0.5772420167922974,UNCHECKED,,0,21164993,EVENT,,,1604480454334
1141166264,spasmonal fibre granules 500g,,,,22,,0.5069806575775146,FLAGGED,,0,40750671,EVENT,,,1604480454336
1141180792,oxycontin 5mg m/r tablet,,,,19,,0.33327043056488037,APPROVED,Anne,1604480874276,21046032,EVENT,,Anne,1604480872452
1140862092,maxivent 100micrograms inhaler,,,,0,,0.46067705750465393,UNCHECKED,,0,9655,EVENT,,,1604480454342
1140865492,dyspamet chewtab 200mg chewable tablet,,,,0,,0.6902461647987366,UNCHECKED,,0,19003273,EVENT,,,1604480454343
1140866094,metenix-5 tablet,,,,1,,0.4292581081390381,APPROVED,Anne,1604481677008,21151837,EVENT,,Anne,1604481674875
1140871730,mst continus 15mg m/r tablet,,,,8,,0.46820101141929626,APPROVED,Anne,1604481723596,19006097,EVENT,,,1604480454348
1140909904,tri-iodothyronine product,,,,4,,0.705325186252594,FLAGGED,,0,4232468,EVENT,,,1604480454350
1140882630,diprosone cream,,,,44,,0.7335366606712341,APPROVED,Anne,1604481883632,40019119,EVENT,,Anne,1604481881684
1140853090,ibular 200mg tablet,,,,0,,0.8368352651596069,UNCHECKED,,0,19024537,EVENT,,,1604480454352
1141166288,viralief 5% cream,,,,0,,0.33119693398475647,UNCHECKED,,0,44785712,EVENT,,,1604480454353
1140860966,monit ls 10mg tablet,,,,0,,0.8562229871749878,UNCHECKED,,0,19025397,EVENT,,,1604480454354
1140871732,buprenorphine,,,,362,,1.0,APPROVED,,0,1133201,EVENT,,,1604480454355
1140909906,estropipate,,,,8,,1.0,APPROVED,,0,1525278,EVENT,,,1604480454356
1140862110,berotec 100 inhaler,,,,2,,0.4136351943016052,APPROVED,Anne,1604481926330,44044233,EVENT,,,1604480454358
1141152752,contimin 2.5mg tablet,,,,0,,0.7874035835266113,UNCHECKED,,0,19017525,EVENT,,,1604480454359
1141166294,leflunomide,,,,237,,1.0,APPROVED,,0,1101898,EVENT,,,1604480454361
1140882694,betnovate cream,,,,1817,,0.8867574334144592,APPROVED,,0,40019116,EVENT,,,1604480454362
1140856692,crystapen 3g injection,,,,0,,0.5237042903900146,UNCHECKED,,0,21164993,EVENT,,,1604480454362
1140866096,xuret 500micrograms tablet,,,,0,,0.5067234635353088,UNCHECKED,,0,9655,EVENT,,,1604480454362
1140865496,galenamet 200mg tablet,,,,0,,0.8452478647232056,UNCHECKED,,0,19003275,EVENT,,,1604480454364
1140862118,pirbuterol,,,,0,,1.0,APPROVED,,0,1125449,EVENT,,,1604480454364
1140909910,aveeno bath oil,,,,6,,0.5249729752540588,FLAGGED,,0,0,EVENT,,,1604486642200
1140860972,ismo 10 tablet,,,,12,,0.8323082327842712,APPROVED,Anne,1604482193320,19025398,EVENT,,,1604480454366
1140866102,polythiazide,,,,0,,1.0,APPROVED,,0,948787,EVENT,,,1604480454367
